Source Name	ERS	Type	MaterialType	ExtractName	AssayName	ERX	ERR
2i_5_24	ERS1032407	2i	single_cell	2i_5_24	Teichmann_2i_5_24_	ERX1283834	ERR1211583
2i_5_25	ERS1032408	2i	single_cell	2i_5_25	Teichmann_2i_5_25_	ERX1283835	ERR1211584
2i_5_26	ERS1032409	2i	single_cell	2i_5_26	Teichmann_2i_5_26_	ERX1283836	ERR1211585
2i_5_27	ERS1032410	2i	single_cell	2i_5_27	Teichmann_2i_5_27_	ERX1283837	ERR1211586
2i_5_28	ERS1032411	2i	single_cell	2i_5_28	Teichmann_2i_5_28_	ERX1283838	ERR1211587
2i_5_29	ERS1032412	2i	single_cell	2i_5_29	Teichmann_2i_5_29_	ERX1283839	ERR1211588
2i_5_30	ERS1032413	2i	single_cell	2i_5_30	Teichmann_2i_5_30_	ERX1283840	ERR1211589
2i_5_31	ERS1032414	2i	single_cell	2i_5_31	Teichmann_2i_5_31_	ERX1283841	ERR1211590
2i_5_32	ERS1032415	2i	single_cell	2i_5_32	Teichmann_2i_5_32_	ERX1283842	ERR1211591
2i_5_33	ERS1032416	2i	single_cell	2i_5_33	Teichmann_2i_5_33_	ERX1283843	ERR1211592
2i_5_34	ERS1032417	2i	single_cell	2i_5_34	Teichmann_2i_5_34_	ERX1283844	ERR1211593
2i_5_35	ERS1032418	2i	single_cell	2i_5_35	Teichmann_2i_5_35_	ERX1283845	ERR1211594
2i_5_36	ERS1032419	2i	single_cell	2i_5_36	Teichmann_2i_5_36_	ERX1283846	ERR1211595
2i_5_37	ERS1032420	2i	single_cell	2i_5_37	Teichmann_2i_5_37_	ERX1283847	ERR1211596
2i_5_38	ERS1032421	2i	single_cell	2i_5_38	Teichmann_2i_5_38_	ERX1283848	ERR1211597
2i_5_39	ERS1032422	2i	single_cell	2i_5_39	Teichmann_2i_5_39_	ERX1283849	ERR1211598
2i_5_40	ERS1032423	2i	single_cell	2i_5_40	Teichmann_2i_5_40_	ERX1283850	ERR1211599
2i_5_41	ERS1032424	2i	single_cell	2i_5_41	Teichmann_2i_5_41_	ERX1283851	ERR1211600
2i_5_42	ERS1032425	2i	single_cell	2i_5_42	Teichmann_2i_5_42_	ERX1283852	ERR1211601
2i_5_43	ERS1032426	2i	single_cell	2i_5_43	Teichmann_2i_5_43_	ERX1283853	ERR1211602
2i_5_44	ERS1032427	2i	single_cell	2i_5_44	Teichmann_2i_5_44_	ERX1283854	ERR1211603
2i_5_45	ERS1032428	2i	single_cell	2i_5_45	Teichmann_2i_5_45_	ERX1283855	ERR1211604
2i_5_46	ERS1032429	2i	single_cell	2i_5_46	Teichmann_2i_5_46_	ERX1283856	ERR1211605
2i_5_47	ERS1032430	2i	single_cell	2i_5_47	Teichmann_2i_5_47_	ERX1283857	ERR1211606
2i_5_48	ERS1032431	2i	single_cell	2i_5_48	Teichmann_2i_5_48_	ERX1283858	ERR1211607
2i_5_49	ERS1032432	2i	single_cell	2i_5_49	Teichmann_2i_5_49_	ERX1283859	ERR1211608
2i_5_50	ERS1032433	2i	single_cell	2i_5_50	Teichmann_2i_5_50_	ERX1283860	ERR1211609
2i_5_51	ERS1032434	2i	single_cell	2i_5_51	Teichmann_2i_5_51_	ERX1283861	ERR1211610
2i_5_52	ERS1032435	2i	single_cell	2i_5_52	Teichmann_2i_5_52_	ERX1283862	ERR1211611
2i_5_53	ERS1032436	2i	single_cell	2i_5_53	Teichmann_2i_5_53_	ERX1283863	ERR1211612
2i_5_54	ERS1032437	2i	single_cell	2i_5_54	Teichmann_2i_5_54_	ERX1283864	ERR1211613
2i_5_55	ERS1032438	2i	single_cell	2i_5_55	Teichmann_2i_5_55_	ERX1283865	ERR1211614
2i_5_56	ERS1032439	2i	single_cell	2i_5_56	Teichmann_2i_5_56_	ERX1283866	ERR1211615
2i_5_57	ERS1032440	2i	single_cell	2i_5_57	Teichmann_2i_5_57_	ERX1283867	ERR1211616
2i_5_58	ERS1032441	2i	single_cell	2i_5_58	Teichmann_2i_5_58_	ERX1283868	ERR1211617
2i_5_59	ERS1032442	2i	single_cell	2i_5_59	Teichmann_2i_5_59_	ERX1283869	ERR1211618
2i_5_60	ERS1032443	2i	single_cell	2i_5_60	Teichmann_2i_5_60_	ERX1283870	ERR1211619
2i_5_61	ERS1032444	2i	single_cell	2i_5_61	Teichmann_2i_5_61_	ERX1283871	ERR1211620
2i_5_62	ERS1032445	2i	single_cell	2i_5_62	Teichmann_2i_5_62_	ERX1283872	ERR1211621
2i_5_63	ERS1032446	2i	single_cell	2i_5_63	Teichmann_2i_5_63_	ERX1283873	ERR1211622
2i_5_64	ERS1032447	2i	single_cell	2i_5_64	Teichmann_2i_5_64_	ERX1283874	ERR1211623
2i_5_65	ERS1032448	2i	single_cell	2i_5_65	Teichmann_2i_5_65_	ERX1283875	ERR1211624
2i_5_66	ERS1032449	2i	single_cell	2i_5_66	Teichmann_2i_5_66_	ERX1283876	ERR1211625
2i_5_67	ERS1032450	2i	single_cell	2i_5_67	Teichmann_2i_5_67_	ERX1283877	ERR1211626
2i_5_68	ERS1032451	2i	single_cell	2i_5_68	Teichmann_2i_5_68_	ERX1283878	ERR1211627
2i_5_69	ERS1032452	2i	single_cell	2i_5_69	Teichmann_2i_5_69_	ERX1283879	ERR1211628
2i_5_70	ERS1032453	2i	single_cell	2i_5_70	Teichmann_2i_5_70_	ERX1283880	ERR1211629
2i_5_71	ERS1032454	2i	single_cell	2i_5_71	Teichmann_2i_5_71_	ERX1283881	ERR1211630
2i_5_72	ERS1032455	2i	single_cell	2i_5_72	Teichmann_2i_5_72_	ERX1283882	ERR1211631
2i_5_73	ERS1032456	2i	single_cell	2i_5_73	Teichmann_2i_5_73_	ERX1283883	ERR1211632
2i_5_74	ERS1032457	2i	single_cell	2i_5_74	Teichmann_2i_5_74_	ERX1283884	ERR1211633
2i_5_75	ERS1032458	2i	single_cell	2i_5_75	Teichmann_2i_5_75_	ERX1283885	ERR1211634
2i_5_76	ERS1032459	2i	single_cell	2i_5_76	Teichmann_2i_5_76_	ERX1283886	ERR1211635
2i_5_77	ERS1032460	2i	single_cell	2i_5_77	Teichmann_2i_5_77_	ERX1283887	ERR1211636
2i_5_78	ERS1032461	2i	single_cell	2i_5_78	Teichmann_2i_5_78_	ERX1283888	ERR1211637
2i_5_79	ERS1032462	2i	single_cell	2i_5_79	Teichmann_2i_5_79_	ERX1283889	ERR1211638
2i_5_80	ERS1032463	2i	single_cell	2i_5_80	Teichmann_2i_5_80_	ERX1283890	ERR1211639
2i_5_81	ERS1032464	2i	single_cell	2i_5_81	Teichmann_2i_5_81_	ERX1283891	ERR1211640
2i_5_82	ERS1032465	2i	single_cell	2i_5_82	Teichmann_2i_5_82_	ERX1283892	ERR1211641
2i_5_83	ERS1032466	2i	single_cell	2i_5_83	Teichmann_2i_5_83_	ERX1283893	ERR1211642
2i_5_84	ERS1032467	2i	single_cell	2i_5_84	Teichmann_2i_5_84_	ERX1283894	ERR1211643
2i_5_85	ERS1032468	2i	single_cell	2i_5_85	Teichmann_2i_5_85_	ERX1283895	ERR1211644
2i_5_86	ERS1032469	2i	single_cell	2i_5_86	Teichmann_2i_5_86_	ERX1283896	ERR1211645
2i_5_87	ERS1032470	2i	single_cell	2i_5_87	Teichmann_2i_5_87_	ERX1283897	ERR1211646
2i_5_88	ERS1032471	2i	single_cell	2i_5_88	Teichmann_2i_5_88_	ERX1283898	ERR1211647
2i_5_89	ERS1032472	2i	single_cell	2i_5_89	Teichmann_2i_5_89_	ERX1283899	ERR1211648
2i_5_90	ERS1032473	2i	single_cell	2i_5_90	Teichmann_2i_5_90_	ERX1283900	ERR1211649
2i_5_91	ERS1032474	2i	single_cell	2i_5_91	Teichmann_2i_5_91_	ERX1283901	ERR1211650
2i_5_92	ERS1032475	2i	single_cell	2i_5_92	Teichmann_2i_5_92_	ERX1283902	ERR1211651
2i_5_93	ERS1032476	2i	single_cell	2i_5_93	Teichmann_2i_5_93_	ERX1283903	ERR1211652
2i_5_94	ERS1032477	2i	single_cell	2i_5_94	Teichmann_2i_5_94_	ERX1283904	ERR1211653
2i_5_95	ERS1032478	2i	single_cell	2i_5_95	Teichmann_2i_5_95_	ERX1283905	ERR1211654
2i_5_96	ERS1032479	2i	single_cell	2i_5_96	Teichmann_2i_5_96_	ERX1283906	ERR1211655
2i_70	ERS471154	2i	single_cell	2i_70	Teichmann_2i_2_70_	ERX488330	ERR522818
2i_27	ERS470900	2i	single_cell	2i_27	Teichmann_2i_2_27_	ERX488076	ERR522819
serum2_88	ERS470944	serum	single_cell	serum2_88	Teichmann_serum2_88_	ERX488120	ERR522820
serum1_95	ERS471125	serum	single_cell	serum1_95	Teichmann_serum1_95_	ERX488301	ERR522821
serum1_88	ERS471145	serum	single_cell	serum1_88	Teichmann_serum1_88_	ERX488321	ERR522822
serum1_41	ERS470921	serum	single_cell	serum1_41	Teichmann_serum1_41_	ERX488097	ERR522823
serum2_34	ERS471264	serum	single_cell	serum2_34	Teichmann_serum2_34_	ERX488440	ERR522824
serum2_76	ERS470936	serum	single_cell	serum2_76	Teichmann_serum2_76_	ERX488112	ERR522825
a2i_59	ERS471065	a2i	single_cell	a2i_59	Teichmann_a2i_2_59_	ERX488241	ERR522826
a2i_15	ERS470956	a2i	single_cell	a2i_15	Teichmann_a2i_2_15_	ERX488132	ERR522827
a2i_51	ERS470930	a2i	single_cell	a2i_51	Teichmann_a2i_2_51_	ERX488106	ERR522828
2i_22	ERS471128	2i	single_cell	2i_22	Teichmann_2i_2_22_	ERX488304	ERR522829
2i_11	ERS471149	2i	single_cell	2i_11	Teichmann_2i_2_11_	ERX488325	ERR522830
serum2_36	ERS470999	serum	single_cell	serum2_36	Teichmann_serum2_36_	ERX488175	ERR522831
a2i_71	ERS470997	a2i	single_cell	a2i_71	Teichmann_a2i_2_71_	ERX488173	ERR522832
serum2_89	ERS470984	serum	single_cell	serum2_89	Teichmann_serum2_89_	ERX488160	ERR522833
serum2_54	ERS471068	serum	single_cell	serum2_54	Teichmann_serum2_54_	ERX488244	ERR522834
serum1_50	ERS471232	serum	single_cell	serum1_50	Teichmann_serum1_50_	ERX488408	ERR522835
serum1_51	ERS470912	serum	single_cell	serum1_51	Teichmann_serum1_51_	ERX488088	ERR522836
a2i_47	ERS471104	a2i	single_cell	a2i_47	Teichmann_a2i_2_47_	ERX488280	ERR522837
serum2_46	ERS470917	serum	single_cell	serum2_46	Teichmann_serum2_46_	ERX488093	ERR522838
a2i_40	ERS471176	a2i	single_cell	a2i_40	Teichmann_a2i_2_40_	ERX488352	ERR522839
serum1_46	ERS471164	serum	single_cell	serum1_46	Teichmann_serum1_46_	ERX488340	ERR522840
serum2_37	ERS471074	serum	single_cell	serum2_37	Teichmann_serum2_37_	ERX488250	ERR522841
serum2_77	ERS471075	serum	single_cell	serum2_77	Teichmann_serum2_77_	ERX488251	ERR522842
serum1_76	ERS471115	serum	single_cell	serum1_76	Teichmann_serum1_76_	ERX488291	ERR522843
serum1_66	ERS471077	serum	single_cell	serum1_66	Teichmann_serum1_66_	ERX488253	ERR522844
a2i_12	ERS471240	a2i	single_cell	a2i_12	Teichmann_a2i_2_12_	ERX488416	ERR522845
a2i_49	ERS470885	a2i	single_cell	a2i_49	Teichmann_a2i_2_49_	ERX488061	ERR522846
2i_39	ERS471163	2i	single_cell	2i_39	Teichmann_2i_2_39_	ERX488339	ERR522847
a2i_48	ERS471189	a2i	single_cell	a2i_48	Teichmann_a2i_2_48_	ERX488365	ERR522848
serum2_52	ERS471070	serum	single_cell	serum2_52	Teichmann_serum2_52_	ERX488246	ERR522849
2i_55	ERS470982	2i	single_cell	2i_55	Teichmann_2i_2_55_	ERX488158	ERR522850
serum2_69	ERS470895	serum	single_cell	serum2_69	Teichmann_serum2_69_	ERX488071	ERR522851
serum2_74	ERS470894	serum	single_cell	serum2_74	Teichmann_serum2_74_	ERX488070	ERR522852
serum2_93	ERS471259	serum	single_cell	serum2_93	Teichmann_serum2_93_	ERX488435	ERR522853
serum1_21	ERS471248	serum	single_cell	serum1_21	Teichmann_serum1_21_	ERX488424	ERR522854
2i_44	ERS470995	2i	single_cell	2i_44	Teichmann_2i_2_44_	ERX488171	ERR522855
a2i_4	ERS471190	a2i	single_cell	a2i_4	Teichmann_a2i_2_4_	ERX488366	ERR522856
serum2_30	ERS470969	serum	single_cell	serum2_30	Teichmann_serum2_30_	ERX488145	ERR522857
serum2_55	ERS471048	serum	single_cell	serum2_55	Teichmann_serum2_55_	ERX488224	ERR522858
serum1_60	ERS470926	serum	single_cell	serum1_60	Teichmann_serum1_60_	ERX488102	ERR522859
2i_47	ERS471088	2i	single_cell	2i_47	Teichmann_2i_2_47_	ERX488264	ERR522860
a2i_22	ERS471106	a2i	single_cell	a2i_22	Teichmann_a2i_2_22_	ERX488282	ERR522861
serum2_83	ERS471229	serum	single_cell	serum2_83	Teichmann_serum2_83_	ERX488405	ERR522862
serum2_26	ERS470933	serum	single_cell	serum2_26	Teichmann_serum2_26_	ERX488109	ERR522863
2i_38	ERS471079	2i	single_cell	2i_38	Teichmann_2i_2_38_	ERX488255	ERR522864
2i_58	ERS470924	2i	single_cell	2i_58	Teichmann_2i_2_58_	ERX488100	ERR522865
serum1_83	ERS470898	serum	single_cell	serum1_83	Teichmann_serum1_83_	ERX488074	ERR522866
serum1_55	ERS471175	serum	single_cell	serum1_55	Teichmann_serum1_55_	ERX488351	ERR522867
2i_24	ERS471228	2i	single_cell	2i_24	Teichmann_2i_2_24_	ERX488404	ERR522868
2i_45	ERS471032	2i	single_cell	2i_45	Teichmann_2i_2_45_	ERX488208	ERR522869
serum2_45	ERS471010	serum	single_cell	serum2_45	Teichmann_serum2_45_	ERX488186	ERR522870
2i_40	ERS471108	2i	single_cell	2i_40	Teichmann_2i_2_40_	ERX488284	ERR522871
serum1_87	ERS471244	serum	single_cell	serum1_87	Teichmann_serum1_87_	ERX488420	ERR522872
serum2_94	ERS471109	serum	single_cell	serum2_94	Teichmann_serum2_94_	ERX488285	ERR522873
2i_60	ERS471116	2i	single_cell	2i_60	Teichmann_2i_2_60_	ERX488292	ERR522874
serum1_70	ERS471144	serum	single_cell	serum1_70	Teichmann_serum1_70_	ERX488320	ERR522875
a2i_2_bulk	ERS471127	a2i_bulk	cells	a2i_2_bulk	Teichmann_ai2_2_bulk_	ERX488303	ERR522876
serum1_18	ERS471102	serum	single_cell	serum1_18	Teichmann_serum1_18_	ERX488278	ERR522877
2i_28	ERS471012	2i	single_cell	2i_28	Teichmann_2i_2_28_	ERX488188	ERR522878
serum2_58	ERS471017	serum	single_cell	serum2_58	Teichmann_serum2_58_	ERX488193	ERR522879
a2i_54	ERS471018	a2i	single_cell	a2i_54	Teichmann_a2i_2_54_	ERX488194	ERR522880
2i_59	ERS471196	2i	single_cell	2i_59	Teichmann_2i_2_59_	ERX488372	ERR522881
serum2_90	ERS470932	serum	single_cell	serum2_90	Teichmann_serum2_90_	ERX488108	ERR522882
2i_10	ERS471051	2i	single_cell	2i_10	Teichmann_2i_2_10_	ERX488227	ERR522883
serum2_17	ERS470943	serum	single_cell	serum2_17	Teichmann_serum2_17_	ERX488119	ERR522884
2i_25	ERS471132	2i	single_cell	2i_25	Teichmann_2i_2_25_	ERX488308	ERR522885
serum2_7	ERS471119	serum	single_cell	serum2_7	Teichmann_serum2_7_	ERX488295	ERR522886
serum1_79	ERS471182	serum	single_cell	serum1_79	Teichmann_serum1_79_	ERX488358	ERR522887
serum2_67	ERS471086	serum	single_cell	serum2_67	Teichmann_serum2_67_	ERX488262	ERR522888
serum2_79	ERS471063	serum	single_cell	serum2_79	Teichmann_serum2_79_	ERX488239	ERR522889
a2i_50	ERS471254	a2i	single_cell	a2i_50	Teichmann_a2i_2_50_	ERX488430	ERR522890
a2i_62	ERS470938	a2i	single_cell	a2i_62	Teichmann_a2i_2_62_	ERX488114	ERR522891
2i_20	ERS471233	2i	single_cell	2i_20	Teichmann_2i_2_20_	ERX488409	ERR522892
serum1_11	ERS471103	serum	single_cell	serum1_11	Teichmann_serum1_11_	ERX488279	ERR522893
a2i_61	ERS471035	a2i	single_cell	a2i_61	Teichmann_a2i_2_61_	ERX488211	ERR522894
a2i_11	ERS471099	a2i	single_cell	a2i_11	Teichmann_a2i_2_11_	ERX488275	ERR522895
serum1_58	ERS471245	serum	single_cell	serum1_58	Teichmann_serum1_58_	ERX488421	ERR522896
serum1_25	ERS471260	serum	single_cell	serum1_25	Teichmann_serum1_25_	ERX488436	ERR522897
a2i_32	ERS471117	a2i	single_cell	a2i_32	Teichmann_a2i_2_32_	ERX488293	ERR522898
serum1_74	ERS471169	serum	single_cell	serum1_74	Teichmann_serum1_74_	ERX488345	ERR522899
a2i_44	ERS471098	a2i	single_cell	a2i_44	Teichmann_a2i_2_44_	ERX488274	ERR522900
2i_37	ERS471235	2i	single_cell	2i_37	Teichmann_2i_2_37_	ERX488411	ERR522901
2i_32	ERS471028	2i	single_cell	2i_32	Teichmann_2i_2_32_	ERX488204	ERR522902
serum1_34	ERS471174	serum	single_cell	serum1_34	Teichmann_serum1_34_	ERX488350	ERR522903
serum1_39	ERS471142	serum	single_cell	serum1_39	Teichmann_serum1_39_	ERX488318	ERR522904
serum1_27	ERS470918	serum	single_cell	serum1_27	Teichmann_serum1_27_	ERX488094	ERR522905
2i_14	ERS470973	2i	single_cell	2i_14	Teichmann_2i_2_14_	ERX488149	ERR522906
serum2_78	ERS471162	serum	single_cell	serum2_78	Teichmann_serum2_78_	ERX488338	ERR522907
a2i_68	ERS471208	a2i	single_cell	a2i_68	Teichmann_a2i_2_68_	ERX488384	ERR522908
2i_51	ERS471153	2i	single_cell	2i_51	Teichmann_2i_2_51_	ERX488329	ERR522909
serum1_8	ERS470979	serum	single_cell	serum1_8	Teichmann_serum1_8_	ERX488155	ERR522910
serum2_91	ERS471027	serum	single_cell	serum2_91	Teichmann_serum2_91_	ERX488203	ERR522911
serum2_15	ERS471107	serum	single_cell	serum2_15	Teichmann_serum2_15_	ERX488283	ERR522912
serum1_61	ERS471049	serum	single_cell	serum1_61	Teichmann_serum1_61_	ERX488225	ERR522913
a2i_94	ERS470971	a2i	single_cell	a2i_94	Teichmann_a2i_2_94_	ERX488147	ERR522914
a2i_91	ERS470935	a2i	single_cell	a2i_91	Teichmann_a2i_2_91_	ERX488111	ERR522915
serum1_28	ERS470955	serum	single_cell	serum1_28	Teichmann_serum1_28_	ERX488131	ERR522916
serum2_12	ERS471197	serum	single_cell	serum2_12	Teichmann_serum2_12_	ERX488373	ERR522917
serum2_13	ERS470909	serum	single_cell	serum2_13	Teichmann_serum2_13_	ERX488085	ERR522918
a2i_16	ERS471205	a2i	single_cell	a2i_16	Teichmann_a2i_2_16_	ERX488381	ERR522919
2i_90	ERS471061	2i	single_cell	2i_90	Teichmann_2i_2_90_	ERX488237	ERR522920
2i_83	ERS471236	2i	single_cell	2i_83	Teichmann_2i_2_83_	ERX488412	ERR522921
serum2_42	ERS471112	serum	single_cell	serum2_42	Teichmann_serum2_42_	ERX488288	ERR522922
serum1_23	ERS470883	serum	single_cell	serum1_23	Teichmann_serum1_23_	ERX488059	ERR522923
2i_48	ERS471096	2i	single_cell	2i_48	Teichmann_2i_2_48_	ERX488272	ERR522924
serum2_43	ERS471179	serum	single_cell	serum2_43	Teichmann_serum2_43_	ERX488355	ERR522925
a2i_29	ERS470907	a2i	single_cell	a2i_29	Teichmann_a2i_2_29_	ERX488083	ERR522926
serum2_5	ERS471185	serum	single_cell	serum2_5	Teichmann_serum2_5_	ERX488361	ERR522927
a2i_6	ERS471023	a2i	single_cell	a2i_6	Teichmann_a2i_2_6_	ERX488199	ERR522928
2i_19	ERS471020	2i	single_cell	2i_19	Teichmann_2i_2_19_	ERX488196	ERR522929
2i_84	ERS471004	2i	single_cell	2i_84	Teichmann_2i_2_84_	ERX488180	ERR522930
2i_64	ERS471031	2i	single_cell	2i_64	Teichmann_2i_2_64_	ERX488207	ERR522931
a2i_7	ERS471000	a2i	single_cell	a2i_7	Teichmann_a2i_2_7_	ERX488176	ERR522932
a2i_14	ERS471040	a2i	single_cell	a2i_14	Teichmann_a2i_2_14_	ERX488216	ERR522933
2i_3	ERS470998	2i	single_cell	2i_3	Teichmann_2i_2_3_	ERX488174	ERR522934
a2i_90	ERS471008	a2i	single_cell	a2i_90	Teichmann_a2i_2_90_	ERX488184	ERR522935
a2i_34	ERS470939	a2i	single_cell	a2i_34	Teichmann_a2i_2_34_	ERX488115	ERR522936
serum2_4	ERS471166	serum	single_cell	serum2_4	Teichmann_serum2_4_	ERX488342	ERR522937
serum2_59	ERS470945	serum	single_cell	serum2_59	Teichmann_serum2_59_	ERX488121	ERR522938
serum2_25	ERS471129	serum	single_cell	serum2_25	Teichmann_serum2_25_	ERX488305	ERR522939
serum1_84	ERS471250	serum	single_cell	serum1_84	Teichmann_serum1_84_	ERX488426	ERR522940
2i_53	ERS471242	2i	single_cell	2i_53	Teichmann_2i_2_53_	ERX488418	ERR522941
serum1_26	ERS470991	serum	single_cell	serum1_26	Teichmann_serum1_26_	ERX488167	ERR522942
a2i_56	ERS470968	a2i	single_cell	a2i_56	Teichmann_a2i_2_56_	ERX488144	ERR522943
serum1_85	ERS471080	serum	single_cell	serum1_85	Teichmann_serum1_85_	ERX488256	ERR522944
serum1_14	ERS471167	serum	single_cell	serum1_14	Teichmann_serum1_14_	ERX488343	ERR522945
2i_54	ERS470954	2i	single_cell	2i_54	Teichmann_2i_2_54_	ERX488130	ERR522946
a2i_18	ERS471059	a2i	single_cell	a2i_18	Teichmann_a2i_2_18_	ERX488235	ERR522947
2i_16	ERS471135	2i	single_cell	2i_16	Teichmann_2i_2_16_	ERX488311	ERR522948
serum2_47	ERS471265	serum	single_cell	serum2_47	Teichmann_serum2_47_	ERX488441	ERR522949
2i_81	ERS471251	2i	single_cell	2i_81	Teichmann_2i_2_81_	ERX488427	ERR522950
serum1_36	ERS470996	serum	single_cell	serum1_36	Teichmann_serum1_36_	ERX488172	ERR522951
2i_89	ERS471234	2i	single_cell	2i_89	Teichmann_2i_2_89_	ERX488410	ERR522952
2i_82	ERS470966	2i	single_cell	2i_82	Teichmann_2i_2_82_	ERX488142	ERR522953
a2i_58	ERS471161	a2i	single_cell	a2i_58	Teichmann_a2i_2_58_	ERX488337	ERR522954
2i_95	ERS471215	2i	single_cell	2i_95	Teichmann_2i_2_95_	ERX488391	ERR522955
2i_bulk	ERS471239	2i_bulk	cells	2i_bulk	Teichmann_2i_bulk_	ERX488415	ERR522956
serum2_51	ERS471138	serum	single_cell	serum2_51	Teichmann_serum2_51_	ERX488314	ERR522957
a2i_53	ERS471122	a2i	single_cell	a2i_53	Teichmann_a2i_2_53_	ERX488298	ERR522958
2i_2	ERS471110	2i	single_cell	2i_2	Teichmann_2i_2_2_	ERX488286	ERR522959
serum1_69	ERS470916	serum	single_cell	serum1_69	Teichmann_serum1_69_	ERX488092	ERR522960
serum1_64	ERS471177	serum	single_cell	serum1_64	Teichmann_serum1_64_	ERX488353	ERR522961
serum2_63	ERS470978	serum	single_cell	serum2_63	Teichmann_serum2_63_	ERX488154	ERR522962
serum2_10	ERS471184	serum	single_cell	serum2_10	Teichmann_serum2_10_	ERX488360	ERR522963
a2i_39	ERS470953	a2i	single_cell	a2i_39	Teichmann_a2i_2_39_	ERX488129	ERR522964
serum1_82	ERS471148	serum	single_cell	serum1_82	Teichmann_serum1_82_	ERX488324	ERR522965
serum2_86	ERS470940	serum	single_cell	serum2_86	Teichmann_serum2_86_	ERX488116	ERR522966
serum1_16	ERS470925	serum	single_cell	serum1_16	Teichmann_serum1_16_	ERX488101	ERR522967
serum1_30	ERS471210	serum	single_cell	serum1_30	Teichmann_serum1_30_	ERX488386	ERR522968
serum1_57	ERS470952	serum	single_cell	serum1_57	Teichmann_serum1_57_	ERX488128	ERR522969
a2i_46	ERS471011	a2i	single_cell	a2i_46	Teichmann_a2i_2_46_	ERX488187	ERR522970
serum1_13	ERS471263	serum	single_cell	serum1_13	Teichmann_serum1_13_	ERX488439	ERR522971
serum1_2	ERS470911	serum	single_cell	serum1_2	Teichmann_serum1_2_	ERX488087	ERR522972
2i_74	ERS471209	2i	single_cell	2i_74	Teichmann_2i_2_74_	ERX488385	ERR522973
serum2_75	ERS470906	serum	single_cell	serum2_75	Teichmann_serum2_75_	ERX488082	ERR522974
a2i_38	ERS471183	a2i	single_cell	a2i_38	Teichmann_a2i_2_38_	ERX488359	ERR522975
a2i_17	ERS471171	a2i	single_cell	a2i_17	Teichmann_a2i_2_17_	ERX488347	ERR522976
a2i_88	ERS471186	a2i	single_cell	a2i_88	Teichmann_a2i_2_88_	ERX488362	ERR522977
a2i_42	ERS470884	a2i	single_cell	a2i_42	Teichmann_a2i_2_42_	ERX488060	ERR522978
serum1_93	ERS471261	serum	single_cell	serum1_93	Teichmann_serum1_93_	ERX488437	ERR522979
serum1_48	ERS471041	serum	single_cell	serum1_48	Teichmann_serum1_48_	ERX488217	ERR522980
serum1_4	ERS471101	serum	single_cell	serum1_4	Teichmann_serum1_4_	ERX488277	ERR522981
serum1_45	ERS471133	serum	single_cell	serum1_45	Teichmann_serum1_45_	ERX488309	ERR522982
a2i_78	ERS471121	a2i	single_cell	a2i_78	Teichmann_a2i_2_78_	ERX488297	ERR522983
2i_79	ERS471224	2i	single_cell	2i_79	Teichmann_2i_2_79_	ERX488400	ERR522984
a2i_75	ERS471207	a2i	single_cell	a2i_75	Teichmann_a2i_2_75_	ERX488383	ERR522985
2i_92	ERS471054	2i	single_cell	2i_92	Teichmann_2i_2_92_	ERX488230	ERR522986
serum2_73	ERS471006	serum	single_cell	serum2_73	Teichmann_serum2_73_	ERX488182	ERR522987
a2i_33	ERS471188	a2i	single_cell	a2i_33	Teichmann_a2i_2_33_	ERX488364	ERR522988
serum2_27	ERS470878	serum	single_cell	serum2_27	Teichmann_serum2_27_	ERX488054	ERR522989
a2i_26	ERS471258	a2i	single_cell	a2i_26	Teichmann_a2i_2_26_	ERX488434	ERR522990
serum2_28	ERS470980	serum	single_cell	serum2_28	Teichmann_serum2_28_	ERX488156	ERR522991
serum2_38	ERS471140	serum	single_cell	serum2_38	Teichmann_serum2_38_	ERX488316	ERR522992
serum1_38	ERS470941	serum	single_cell	serum1_38	Teichmann_serum1_38_	ERX488117	ERR522993
serum1_78	ERS470901	serum	single_cell	serum1_78	Teichmann_serum1_78_	ERX488077	ERR522994
2i_30	ERS471202	2i	single_cell	2i_30	Teichmann_2i_2_30_	ERX488378	ERR522995
serum1_90	ERS471022	serum	single_cell	serum1_90	Teichmann_serum1_90_	ERX488198	ERR522996
serum1_71	ERS471044	serum	single_cell	serum1_71	Teichmann_serum1_71_	ERX488220	ERR522997
2i_8	ERS470946	2i	single_cell	2i_8	Teichmann_2i_2_8_	ERX488122	ERR522998
2i_71	ERS471056	2i	single_cell	2i_71	Teichmann_2i_2_71_	ERX488232	ERR522999
serum2_11	ERS471090	serum	single_cell	serum2_11	Teichmann_serum2_11_	ERX488266	ERR523000
serum2_3	ERS470983	serum	single_cell	serum2_3	Teichmann_serum2_3_	ERX488159	ERR523001
serum2_35	ERS470881	serum	single_cell	serum2_35	Teichmann_serum2_35_	ERX488057	ERR523002
a2i_84	ERS470972	a2i	single_cell	a2i_84	Teichmann_a2i_2_84_	ERX488148	ERR523003
serum2_48	ERS470985	serum	single_cell	serum2_48	Teichmann_serum2_48_	ERX488161	ERR523004
2i_12	ERS470927	2i	single_cell	2i_12	Teichmann_2i_2_12_	ERX488103	ERR523005
2i_69	ERS471150	2i	single_cell	2i_69	Teichmann_2i_2_69_	ERX488326	ERR523006
2i_61	ERS471013	2i	single_cell	2i_61	Teichmann_2i_2_61_	ERX488189	ERR523007
